#bgm:ファイル位置,名前,未定,
#pic:ID,ファイル名,リニア時処理(0:なし 1:左右１ドット 2:上下 3:全部),中心軸(0:左上 1:画像の中心 2:左下 3:右上 4:右下),加算とか
#bpm:開始拍,BPM値
pic:61,data/scene/opening/yuki/yuki24.bmp,0,1,2
pic:61,data/scene/opening/yuki/yuki25.bmp,0,1,2
pic:61,data/scene/opening/yuki/yuki26.bmp,0,1,2
pic:61,data/scene/opening/yuki/yuki27.bmp,0,1,2
pic:61,data/scene/opening/yuki/yuki28.bmp,0,1,2
pic:61,data/scene/opening/yuki/yuki29.bmp,0,1,2
pic:61,data/scene/opening/yuki/yuki30.bmp,0,1,2
interval:61,64

pic:40,data/scene/opening/kumo.bmp,1,1,1

pic:51,data/scene/opening/kiri.bmp,0,0,2
pic:52,data/scene/opening/kiri.bmp,0,1,2

#下文字
pic:10,data/scene/opening/ue.bmp,0,0,1
pic:11,data/scene/opening/sita.bmp,0,0,1
pic: 0,data/scene/opening/txt00.bmp,0,0,1
pic: 1,data/scene/opening/txt01.bmp,0,0,1
pic: 2,data/scene/opening/txt02.bmp,0,0,1
pic: 3,data/scene/opening/txt03.bmp,0,0,1
pic: 4,data/scene/opening/txt04.bmp,0,0,1
pic: 5,data/scene/opening/txt05.bmp,0,0,1
pic: 6,data/scene/opening/txt06.bmp,0,0,1
pic: 7,data/scene/opening/txt07.bmp,0,0,1
pic: 8,data/scene/opening/txt08.bmp,0,0,1
pic: 9,data/scene/opening/txt09.bmp,0,0,1

pic:50,data/scene/opening/white.bmp,0,1,2

bpm   :  0,130



#上下黒枠
x     : 10,  1,  0,  0,0
y     : 10,  1,  0,  0,0
alpha : 10,  1,  0,255,0
x     : 11,  1,  0,  0,0
y     : 11,  1,  0,392,0
alpha : 11,  1,  0,255,0

bpm   :  3,140

#中白枠
y     : 12, 12,  0, 32,0
alpha : 12, 12,  0,255,0

#############################################

#見上げ森
x     : 20,  5,  0,   0,0
y     : 20,  5,  0,-130,0
y     : 20,  5, 15,  32,0
alpha : 20,  5,  6, 255,1
alpha : 20, 18,  3,   0,2

#雨
x     : 60,  5,  0, 320,0
y     : 60,  5,  0,  80,0
sx    : 60,  5,  0,   2,1
sy    : 60,  5,  0,   2,1
y     : 60,  5, 15, 244,0
alpha : 60,  6,  6, 255,1
alpha : 60, 17,  3,   0,2


#――ある夏の明け方
#彼女を異変調査に乗り出させる出来事が起こった
y     :  0,  5,  0, 392,0
alpha :  0,  5,  3, 255,1
alpha :  0, 17,  3,   0,2

#############################################

#紅魔館
x     : 21, 18,  0, -60,0
y     : 21, 18,  0,  32,0
x     : 21, 18,  9,   0,0
alpha : 21, 18,  3, 255,1
alpha : 21, 24,  3,   0,2

#霧
y     : 51, 18,  0,  32,0
u     : 51, 18,  9,-256,0
alpha : 51, 18,  3, 128,1
alpha : 51, 24,  3,   0,2

#霧
u     : 52, 18,  0,-400,0
x     : 52, 18,  0, 320,0
y     : 52, 18,  0, 212,0
u     : 52, 18,  9,-432,0
sx    : 52, 18,  0, 1.5,1
sy    : 52, 18,  0, 1.5,1
alpha : 52, 18,  3, 128,1
alpha : 52, 24,  3,   0,2

#白玉楼
x     : 22, 24,  0, -60,0
y     : 22, 24,  0,  32,0
x     : 22, 24,  9,   0,0
alpha : 22, 24,  3, 255,1
alpha : 22, 30,  3,   0,2

#雪
x     : 61, 24,  0, 320,0
y     : 61, 24,  0, 212,0
sx    : 61, 24,  0,   2,1
sy    : 61, 24,  0,   2,1
alpha : 61, 25,  3, 255,1
alpha : 61, 29,  3,   0,2

#雨の止まない魔法の森、深い霧の洋館
#雪の降る夏、日照りの神社……
x     :  1, 18,  0,   0,0
y     :  1, 18,  0, 392,0
alpha :  1, 18,  3, 255,1
alpha :  1, 29,  3,   0,2

#############################################

#神社
x     : 23, 30,  0,   0,0
y     : 23, 30,  0,-339,0
y     : 23, 30, 25,-129,0
alpha : 23, 30,  6, 255,1
alpha : 23, 47,  9,   0,2

#異常な気象がこの夏を襲った
x     :  2, 30,  0,   0,0
y     :  2, 30,  0, 392,0
alpha :  2, 30,  3, 255,1
alpha :  2, 41,  3,   0,2

#############################################

#しかし、彼女を動かした出来事はその事ではない
x     :  3, 42,  0,   0,0
y     :  3, 42,  0, 392,0
alpha :  3, 42,  3, 255,1
alpha :  3, 53,  3,   0,2

#############################################

#森
x     : 25, 54,  0, -60,0
y     : 25, 54,  0,  32,0
x     : 25, 54, 15,   0,0
alpha : 25, 54,  3, 255,1
alpha : 25, 65,  3,   0,2

#なぜなら、彼女の目には乾いた神社しか見えていなかったから
x     :  4, 54,  0,   0,0
y     :  4, 54,  0, 392,0
alpha :  4, 54,  3, 255,1
alpha :  4, 65,  3,   0,2

#############################################

#湖
x     : 26, 66,  0, -60,0
y     : 26, 66,  0,  32,0
x     : 26, 66, 15,   0,0
alpha : 26, 66,  3, 255,1
alpha : 26, 77,  3,   0,2

#彼女の目には雨の森しか見えていなかったから
#彼女の目には曇った湖しか見えていなかったから
x     :  5, 66,  0,   0,0
y     :  5, 66,  0, 392,0
alpha :  5, 66,  3, 255,1
alpha :  5, 77,  3,   0,2

#############################################

#明方
y     : 24, 78,  0,   0,0
y     : 24, 78, 15, -64,0
alpha : 24, 78,  3, 255,1
alpha : 24, 89,  3,   0,2


#そんな夏の明け方
#彼女を異変調査に乗り出させる出来事が起こった
x     :  6, 78,  0,   0,0
y     :  6, 78,  0, 392,0
alpha :  6, 78,  3, 255,1
alpha :  6, 89,  3,   0,2

#############################################

#――静かに、そして、狭く深い大地の力
x     :  7, 90,  0,   0,0
y     :  7, 90,  0, 392,0
alpha :  7, 90,  3, 255,1
alpha :  7,101,  3,   0,2

#############################################

#雲
alpha : 40, 93,  3, 255,0
x     : 40, 93,  0, 320,0
y     : 40, 93,  0, 212,0
sx    : 40, 93, 21,   4,1
sy    : 40, 93, 21,   4,1
alpha : 40,103,  6,   0,2

#俯瞰神社
alpha : 29, 93,  3, 255,1
x     : 29, 93,  0, 320,0
y     : 29, 93,  0, 280,0
sx    : 29, 93, 24, 0.6,1
sy    : 29, 93, 24, 0.6,1
sx    : 29, 93, 24, 1.5,1
sy    : 29, 93, 24, 1.5,1
y     : 29, 93, 24, 280,1
alpha : 29,113,  3,   0,2


#巫女を犯人捜しに乗り出させた力
x     :  8,102,  0,   0,0
y     :  8,102,  0, 392,0
alpha :  8,102,  3, 255,1
alpha :  8,113,  3,   0,2

#############################################

#正面
sx    : 28,114,  0, 1.25,0
sy    : 28,114,  0, 1.25,0
y     : 28,114,  0,  12,0
x     : 28,114,  0, -80,0
sx    : 28,114, 15,    1,0
sy    : 28,114, 15,    1,0
x     : 28,114, 15,   0,0
alpha : 28,114,  3, 255,1

y     : 28,120.1,  0,  11,0
y     : 28,120.2,  0,  13,0
y     : 28,120.3,  0,  11,0
y     : 28,120.4,  0,  13,0
y     : 28,120.5,  0,  11,0
y     : 28,120.6,  0,  13,0
y     : 28,120.7,  0,  11,0
y     : 28,120.8,  0,  13,0
y     : 28,120.9,  0,  11,0
y     : 28,121.0,  0,  13,0
y     : 28,121.1,  0,  10,0
y     : 28,121.2,  0,  14,0
y     : 28,121.3,  0,  10,0
y     : 28,121.4,  0,  14,0
y     : 28,121.5,  0,  10,0
y     : 28,121.6,  0,  14,0
y     : 28,121.7,  0,  10,0
y     : 28,121.8,  0,  14,0
y     : 28,121.9,  0,  10,0
y     : 28,122.0,  0,  14,0
y     : 28,122.1,  0,   9,0
y     : 28,122.2,  0,  15,0
y     : 28,122.3,  0,   9,0
y     : 28,122.4,  0,  15,0
y     : 28,122.5,  0,   9,0
y     : 28,122.6,  0,  15,0
y     : 28,122.7,  0,   9,0
y     : 28,122.8,  0,  15,0
y     : 28,122.9,  0,   9,0
y     : 28,123.0,  0,  15,0
y     : 28,123.1,  0,   8,0
y     : 28,123.2,  0,  16,0
y     : 28,123.3,  0,   8,0
y     : 28,123.4,  0,  16,0
y     : 28,123.5,  0,   8,0
y     : 28,123.6,  0,  16,0
y     : 28,123.7,  0,   8,0
y     : 28,123.8,  0,  16,0
y     : 28,123.9,  0,   8,0
y     : 28,124.0,  0,  16,0
y     : 28,124.1,  0,   7,0
y     : 28,124.2,  0,  17,0
y     : 28,124.3,  0,   7,0
y     : 28,124.4,  0,  17,0
y     : 28,124.5,  0,   7,0
y     : 28,124.6,  0,  17,0
y     : 28,124.7,  0,   7,0
y     : 28,124.8,  0,  17,0
y     : 28,124.9,  0,   7,0
y     : 28,125.0,  0,  17,0
y     : 28,125.1,  0,   7,0
y     : 28,125.2,  0,  17,0
y     : 28,125.3,  0,   7,0
y     : 28,125.4,  0,  17,0
y     : 28,125.5,  0,   7,0
y     : 28,125.6,  0,  17,0
y     : 28,125.7,  0,   7,0
y     : 28,125.8,  0,  17,0
y     : 28,125.9,  0,   7,0
y     : 28,126.0,  0,  17,0

#それは神社だけを倒壊させる程の
#局所的な大地震であった
x     :  9,114,  0,   0,0
y     :  9,114,  0, 392,0
alpha :  9,114,  3, 255,1

#白
x     : 50,120,  0, 320,0
y     : 50,120,  0, 240,0
sx    : 50,120,  0,  10,0
sy    : 50,120,  0,  10,0
alpha : 50,120,  6, 255,2

#############################################

end:126
