,DefineImage,村紗_余,data/event/pic/murasa/06.png,-25,0,235,145
,DefineImage,村紗_驚,data/event/pic/murasa/07.png,-25,0,235,145
,DefineImage,村紗_他,data/event/pic/murasa/08.png,-25,0,235,145
,DefineImage,村紗_決,data/event/pic/murasa/09.png,-10,-64,270,184
,DefineImage,村紗_負,data/event/pic/murasa/10.png,-26,0,236,145

,DefineImage,庭渡_普,data/event/pic/niwatari/01.png,-25,0,238,125
,DefineImage,庭渡_嬉,data/event/pic/niwatari/02.png,-25,0,238,125
,DefineImage,庭渡_怒,data/event/pic/niwatari/03.png,-25,0,238,125
,DefineImage,庭渡_汗,data/event/pic/niwatari/04.png,-25,0,238,125
,DefineImage,庭渡_惑,data/event/pic/niwatari/05.png,-25,0,238,125
,DefineImage,庭渡_余,data/event/pic/niwatari/06.png,-25,0,238,125
,DefineImage,庭渡_驚,data/event/pic/niwatari/07.png,-25,0,238,125
,DefineImage,庭渡_他,data/event/pic/niwatari/08.png,-25,0,238,125
,DefineImage,庭渡_決,data/event/pic/niwatari/09.png,0,0,221,80
,DefineImage,庭渡_負,data/event/pic/niwatari/10.png,-25,0,238,125

,DefineImage,隠岐奈_普,data/event/pic/okina/01.png,-25,0,225,130
,DefineImage,隠岐奈_嬉,data/event/pic/okina/02.png,-25,0,225,130
,DefineImage,隠岐奈_怒,data/event/pic/okina/03.png,-25,0,225,130
,DefineImage,隠岐奈_汗,data/event/pic/okina/04.png,-25,0,225,130
,DefineImage,隠岐奈_惑,data/event/pic/okina/05.png,-25,0,225,130
,DefineImage,隠岐奈_余,data/event/pic/okina/06.png,-25,0,225,130
,DefineImage,隠岐奈_驚,data/event/pic/okina/07.png,-25,0,225,130
,DefineImage,隠岐奈_他,data/event/pic/okina/08.png,-25,0,225,130
,DefineImage,隠岐奈_決,data/event/pic/okina/09.png,-25,0,225,130
,DefineImage,隠岐奈_負,data/event/pic/okina/10.png,-25,0,225,130

,DefineImage,霊夢_普,data/event/pic/reimu/01.png,-25,0,245,128
,DefineImage,霊夢_嬉,data/event/pic/reimu/02.png,-25,0,245,128
,DefineImage,霊夢_怒,data/event/pic/reimu/03.png,-25,0,245,128
,DefineImage,霊夢_汗,data/event/pic/reimu/04.png,-25,0,245,128
,DefineImage,霊夢_惑,data/event/pic/reimu/05.png,-25,0,245,128
,DefineImage,霊夢_余,data/event/pic/reimu/06.png,-25,0,245,128
,DefineImage,霊夢_驚,data/event/pic/reimu/07.png,-25,0,245,128
,DefineImage,霊夢_他,data/event/pic/reimu/08.png,-25,0,245,128
,DefineImage,霊夢_決,data/event/pic/reimu/09.png,-120,-64,395,216
,DefineImage,霊夢_負,data/event/pic/reimu/10.png,-25,0,245,128

,DefineImage,紫苑_普,data/event/pic/jyoon/01.png,-0,0,155,110
,DefineImage,紫苑_嬉,data/event/pic/jyoon/02.png,-0,0,155,110
,DefineImage,紫苑_怒,data/event/pic/jyoon/03.png,-0,0,155,110
,DefineImage,紫苑_汗,data/event/pic/jyoon/04.png,-0,0,155,110
,DefineImage,紫苑_惑,data/event/pic/jyoon/05.png,-0,0,155,110
,DefineImage,紫苑_余,data/event/pic/jyoon/06.png,-0,0,155,110
,DefineImage,紫苑_驚,data/event/pic/jyoon/07.png,-0,0,155,110
,DefineImage,紫苑_他,data/event/pic/jyoon/08.png,-0,0,155,110
,DefineImage,紫苑_決,data/event/pic/jyoon/09.png,-22,-64,145,137
,DefineImage,紫苑_負,data/event/pic/jyoon/10.png,-0,0,170,105

,DefineImage,女苑_普,data/event/pic/jyoon/01.png,-0,0,248,151
,DefineImage,女苑_嬉,data/event/pic/jyoon/02.png,-0,0,248,151
,DefineImage,女苑_怒,data/event/pic/jyoon/03.png,-0,0,248,151
,DefineImage,女苑_汗,data/event/pic/jyoon/04.png,-0,0,248,151
,DefineImage,女苑_惑,data/event/pic/jyoon/05.png,-0,0,248,151
,DefineImage,女苑_余,data/event/pic/jyoon/06.png,-0,0,248,151
,DefineImage,女苑_驚,data/event/pic/jyoon/07.png,-0,0,248,151
,DefineImage,女苑_他,data/event/pic/jyoon/08.png,-0,0,248,151
,DefineImage,女苑_決,data/event/pic/jyoon/09.png,-22,-64,280,194
,DefineImage,女苑_負,data/event/pic/jyoon/10.png,-0,0,248,151

,DefineImage,饕餮_普,data/event/pic/toutetu/01.png,-10,0,208,148
,DefineImage,饕餮_嬉,data/event/pic/toutetu/02.png,-10,0,208,148
,DefineImage,饕餮_怒,data/event/pic/toutetu/03.png,-10,0,208,148
,DefineImage,饕餮_汗,data/event/pic/toutetu/04.png,-10,0,208,148
,DefineImage,饕餮_惑,data/event/pic/toutetu/05.png,-10,0,208,148
,DefineImage,饕餮_余,data/event/pic/toutetu/06.png,-10,0,208,148
,DefineImage,饕餮_驚,data/event/pic/toutetu/07.png,-10,0,208,148
,DefineImage,饕餮_他,data/event/pic/toutetu/08.png,-10,0,208,148
,DefineImage,饕餮_決,data/event/pic/toutetu/09.png,-5,0,268,118
,DefineImage,饕餮_負,data/event/pic/toutetu/10.png,-10,0,208,148

,DefineImage,空_普,data/event/pic/utuho/01.png,-25,0,235,115
,DefineImage,空_嬉,data/event/pic/utuho/02.png,-25,0,235,115
,DefineImage,空_怒,data/event/pic/utuho/03.png,-25,0,235,115
,DefineImage,空_汗,data/event/pic/utuho/04.png,-25,0,235,115
,DefineImage,空_惑,data/event/pic/utuho/05.png,-25,0,235,115
,DefineImage,空_余,data/event/pic/utuho/06.png,-25,0,235,115
,DefineImage,空_驚,data/event/pic/utuho/07.png,-25,0,235,115
,DefineImage,空_他,data/event/pic/utuho/08.png,-25,0,235,115
,DefineImage,空_決,data/event/pic/utuho/09.png,0,-64,170,214
,DefineImage,空_負,data/event/pic/utuho/10.png,-25,0,235,115

,DefineImage,ヤマメ_普,data/event/pic/yamame/01.png,-20,-64,225,186
,DefineImage,ヤマメ_嬉,data/event/pic/yamame/02.png,-20,-64,225,186
,DefineImage,ヤマメ_怒,data/event/pic/yamame/03.png,-20,-64,225,186
,DefineImage,ヤマメ_汗,data/event/pic/yamame/04.png,-20,-64,225,186
,DefineImage,ヤマメ_惑,data/event/pic/yamame/05.png,-20,-64,225,186
,DefineImage,ヤマメ_余,data/event/pic/yamame/06.png,-20,-64,225,186
,DefineImage,ヤマメ_驚,data/event/pic/yamame/07.png,-20,-64,225,186
,DefineImage,ヤマメ_他,data/event/pic/yamame/08.png,-20,-64,225,186
,DefineImage,ヤマメ_決,data/event/pic/yamame/09.png,-30,0,152,157
,DefineImage,ヤマメ_負,data/event/pic/yamame/10.png,-20,-64,225,186

,DefineImage,勇儀_普,data/event/pic/yuugi/01.png,-15,0,213,118
,DefineImage,勇儀_嬉,data/event/pic/yuugi/02.png,-15,0,213,118
,DefineImage,勇儀_怒,data/event/pic/yuugi/03.png,-15,0,213,118
,DefineImage,勇儀_汗,data/event/pic/yuugi/04.png,-15,0,213,118
,DefineImage,勇儀_惑,data/event/pic/yuugi/05.png,-15,0,213,118
,DefineImage,勇儀_余,data/event/pic/yuugi/06.png,-15,0,213,118
,DefineImage,勇儀_驚,data/event/pic/yuugi/07.png,-15,0,213,118
,DefineImage,勇儀_他,data/event/pic/yuugi/08.png,-15,0,213,118
,DefineImage,勇儀_決,data/event/pic/yuugi/09.png,-5,0,223,93
,DefineImage,勇儀_負,data/event/pic/yuugi/10.png,-15,0,213,118
